talk_time,battery_power,pc,fc,blue,dual_sim,four_g,three_g,touch_screen,wifi,mobile_wt,px_width,sc_h,sc_w,m_dep,n_cores,ram,werf,int_memory,px_height,clock_speed
4.0,1587.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,148.0,874.0,17.0,4.0,0.9,8.0,461.0,9156615,50.0,299.0,0.5
2.0,1583.0,16.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,148.0,1651.0,17.0,13.0,0.7,7.0,1704.0,9156615,14.0,942.0,2.1
5.0,600.0,11.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,145.0,1162.0,19.0,1.0,0.1,1.0,3441.0,9156615,22.0,207.0,2.5
18.0,657.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,141.0,961.0,14.0,3.0,0.7,2.0,1412.0,9156615,37.0,476.0,2.5
18.0,772.0,10.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,1471.0,13.0,6.0,0.1,2.0,929.0,9156615,6.0,741.0,2.6
3.0,1264.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,171.0,849.0,7.0,4.0,0.2,3.0,419.0,9156615,34.0,562.0,2.9
13.0,1445.0,15.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,173.0,1345.0,7.0,4.0,0.4,7.0,1441.0,9156615,20.0,1273.0,2.4
2.0,659.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,110.0,1929.0,15.0,5.0,0.5,3.0,2044.0,9156615,6.0,1054.0,2.7
8.0,1959.0,20.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,191.0,1055.0,7.0,4.0,0.7,6.0,619.0,9156615,18.0,65.0,0.5
9.0,1046.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1040.0,17.0,12.0,0.2,8.0,3863.0,9156615,58.0,259.0,2.8
6.0,1008.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1972.0,6.0,4.0,1.0,1.0,1083.0,9156615,36.0,825.0,2.5
4.0,594.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,132.0,1263.0,16.0,4.0,0.1,5.0,3087.0,9156615,28.0,1011.0,0.8
18.0,1994.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,189.0,1546.0,12.0,11.0,0.4,2.0,1836.0,9156615,5.0,86.0,0.7
17.0,1893.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,179.0,1432.0,15.0,7.0,0.1,8.0,1482.0,9156615,23.0,1203.0,0.5
5.0,989.0,17.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,156.0,679.0,16.0,13.0,0.6,8.0,2819.0,9156615,24.0,614.0,1.6
6.0,1562.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,190.0,1533.0,12.0,10.0,0.2,5.0,2243.0,9156615,7.0,642.0,1.3
4.0,1860.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,83.0,799.0,15.0,0.0,0.7,6.0,676.0,9156615,55.0,195.0,0.5
6.0,881.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,160.0,636.0,18.0,9.0,0.5,3.0,2110.0,9156615,64.0,115.0,1.0
14.0,1250.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,182.0,1011.0,14.0,1.0,0.2,7.0,1882.0,9156615,44.0,703.0,1.4
12.0,1265.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,836.0,5.0,0.0,0.7,5.0,1362.0,9156615,49.0,690.0,1.5
11.0,1008.0,15.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,1122.0,10.0,3.0,1.0,3.0,2009.0,9156615,61.0,1077.0,0.8
15.0,539.0,8.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,137.0,1709.0,18.0,11.0,0.2,6.0,3948.0,9156615,26.0,1123.0,1.5
4.0,1286.0,18.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,98.0,662.0,10.0,5.0,0.1,2.0,424.0,9156615,16.0,18.0,2.3
5.0,995.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,104.0,1889.0,11.0,3.0,0.1,4.0,609.0,9156615,10.0,258.0,1.3
15.0,1430.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,183.0,1182.0,7.0,1.0,0.5,1.0,2832.0,9156615,27.0,1132.0,0.5
4.0,1108.0,20.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,169.0,1742.0,5.0,3.0,0.3,7.0,1229.0,9156615,2.0,208.0,1.3
8.0,1396.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,118.0,1843.0,7.0,1.0,0.1,6.0,1386.0,9156615,44.0,173.0,1.5
15.0,1663.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,147.0,1545.0,8.0,5.0,0.6,4.0,1336.0,9156615,40.0,951.0,0.5
19.0,1712.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,137.0,1126.0,16.0,1.0,0.5,7.0,3652.0,9156615,63.0,747.0,1.4
2.0,825.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,86.0,1917.0,8.0,6.0,0.1,2.0,3278.0,9156615,23.0,206.0,0.5
5.0,897.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,171.0,1852.0,12.0,3.0,0.4,1.0,2948.0,9156615,17.0,547.0,1.4
3.0,1848.0,10.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,179.0,605.0,11.0,9.0,0.7,2.0,3902.0,9156615,42.0,154.0,1.4
12.0,1730.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,143.0,1023.0,14.0,0.0,0.1,4.0,1595.0,9156615,20.0,418.0,2.0
3.0,586.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,854.0,12.0,8.0,0.2,3.0,2592.0,9156615,15.0,241.0,2.8
15.0,1375.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,194.0,772.0,15.0,13.0,0.1,2.0,1947.0,9156615,35.0,227.0,0.5
16.0,1270.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,104.0,1716.0,13.0,4.0,0.5,5.0,3299.0,9156615,58.0,1512.0,2.3
8.0,1431.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,191.0,952.0,7.0,3.0,0.6,1.0,461.0,9156615,56.0,156.0,0.5
19.0,1646.0,10.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,185.0,1932.0,18.0,10.0,0.2,2.0,3339.0,9156615,41.0,1725.0,2.3
7.0,1689.0,18.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,127.0,1200.0,7.0,2.0,0.3,3.0,2766.0,9156615,24.0,954.0,1.8
2.0,1934.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0,1299.0,13.0,9.0,0.1,1.0,2940.0,9156615,46.0,619.0,2.6
12.0,1034.0,20.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,120.0,1199.0,17.0,1.0,0.7,7.0,3625.0,9156615,37.0,707.0,2.7
14.0,1591.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,161.0,1641.0,10.0,9.0,1.0,3.0,282.0,9156615,52.0,548.0,2.2
9.0,1382.0,18.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,199.0,719.0,16.0,7.0,0.3,2.0,2073.0,9156615,13.0,612.0,0.5
4.0,1481.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,105.0,522.0,17.0,16.0,0.5,3.0,2635.0,9156615,35.0,249.0,2.0
11.0,1852.0,18.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,196.0,1163.0,13.0,1.0,0.7,1.0,3970.0,9156615,10.0,580.0,1.4
11.0,1397.0,18.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,87.0,1991.0,12.0,1.0,0.5,6.0,3137.0,9156615,9.0,1308.0,2.9
14.0,1117.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,146.0,1627.0,8.0,7.0,0.2,2.0,2003.0,9156615,31.0,1258.0,0.6
19.0,1644.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,137.0,791.0,7.0,4.0,1.0,8.0,2360.0,9156615,44.0,358.0,2.8
12.0,712.0,11.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,86.0,1309.0,11.0,10.0,0.5,2.0,2001.0,9156615,27.0,1245.0,0.5
18.0,775.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.0,1555.0,19.0,3.0,0.1,7.0,1719.0,9156615,10.0,444.0,2.5
16.0,999.0,19.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,199.0,1616.0,14.0,11.0,0.2,4.0,2593.0,9156615,64.0,1397.0,2.9
17.0,1868.0,17.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,179.0,884.0,8.0,2.0,0.9,8.0,298.0,9156615,40.0,576.0,0.5
5.0,1218.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,147.0,616.0,17.0,0.0,0.5,3.0,398.0,9156615,14.0,229.0,1.8
6.0,1087.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,166.0,589.0,14.0,6.0,0.3,3.0,690.0,9156615,16.0,295.0,1.3
7.0,1672.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0,1435.0,11.0,6.0,0.5,8.0,1348.0,9156615,44.0,1250.0,1.7
4.0,1760.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,198.0,1704.0,10.0,8.0,0.8,1.0,2549.0,9156615,50.0,273.0,1.9
11.0,921.0,18.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,170.0,1469.0,8.0,2.0,0.1,7.0,3153.0,9156615,10.0,1272.0,2.2
20.0,1042.0,18.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,93.0,1705.0,18.0,0.0,0.8,7.0,3215.0,9156615,50.0,727.0,2.7
4.0,591.0,20.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,196.0,1726.0,14.0,5.0,0.5,7.0,704.0,9156615,16.0,952.0,2.1
16.0,841.0,13.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,199.0,828.0,11.0,5.0,0.1,6.0,2942.0,9156615,39.0,546.0,0.5
7.0,1755.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,134.0,1075.0,8.0,1.0,0.1,7.0,3937.0,9156615,24.0,286.0,1.3
17.0,723.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,102.0,1901.0,19.0,9.0,0.3,1.0,2339.0,9156615,30.0,1467.0,1.9
8.0,1237.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,87.0,603.0,14.0,0.0,0.1,8.0,2454.0,9156615,27.0,274.0,0.5
7.0,1777.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,188.0,616.0,5.0,1.0,0.6,6.0,3868.0,9156615,20.0,511.0,3.0
14.0,1528.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,156.0,564.0,15.0,0.0,0.2,8.0,733.0,9156615,37.0,306.0,2.4
7.0,961.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,114.0,1434.0,18.0,9.0,0.6,8.0,2782.0,9156615,57.0,291.0,1.4
8.0,1472.0,19.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,168.0,1052.0,19.0,15.0,0.1,6.0,2677.0,9156615,61.0,710.0,2.3
19.0,1849.0,19.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,144.0,1123.0,14.0,11.0,0.4,5.0,3447.0,9156615,15.0,606.0,2.3
15.0,563.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,115.0,684.0,14.0,4.0,0.3,7.0,3012.0,9156615,47.0,211.0,2.0
19.0,1823.0,19.0,11.0,0.0,1.0,0.0,1.0,1.0,1.0,81.0,1250.0,5.0,0.0,0.6,8.0,1812.0,9156615,10.0,362.0,2.8
4.0,536.0,14.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,182.0,1539.0,12.0,9.0,0.3,7.0,284.0,9156615,3.0,1386.0,2.4
13.0,1596.0,9.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,149.0,1190.0,14.0,12.0,0.7,2.0,2493.0,9156615,7.0,169.0,2.9
6.0,1726.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,106.0,1804.0,16.0,7.0,0.6,5.0,1868.0,9156615,42.0,1221.0,1.9
18.0,1839.0,11.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,200.0,1493.0,19.0,10.0,0.5,7.0,927.0,9156615,54.0,475.0,1.2
9.0,1934.0,16.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,118.0,1127.0,18.0,1.0,0.1,4.0,2190.0,9156615,2.0,242.0,2.7
20.0,1645.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,123.0,1308.0,10.0,8.0,0.7,7.0,783.0,9156615,21.0,897.0,1.8
13.0,654.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,196.0,1898.0,17.0,4.0,0.7,4.0,1036.0,9156615,52.0,1715.0,1.3
3.0,772.0,14.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,81.0,1854.0,17.0,15.0,0.8,7.0,2819.0,9156615,39.0,1314.0,1.1
12.0,1414.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,101.0,887.0,13.0,0.0,0.5,4.0,2290.0,9156615,49.0,130.0,2.2
4.0,1193.0,20.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,166.0,1729.0,17.0,14.0,0.5,1.0,536.0,9156615,26.0,730.0,0.9
10.0,535.0,15.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,145.0,939.0,14.0,8.0,0.5,8.0,2674.0,9156615,54.0,710.0,0.5
20.0,994.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,173.0,530.0,5.0,2.0,0.5,3.0,3190.0,9156615,56.0,491.0,2.8
5.0,754.0,10.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,178.0,1928.0,6.0,3.0,0.7,7.0,1027.0,9156615,59.0,1914.0,0.5
8.0,983.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,1176.0,17.0,8.0,0.9,1.0,1389.0,9156615,53.0,1001.0,1.8
8.0,1171.0,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,755.0,6.0,5.0,0.3,7.0,263.0,9156615,19.0,248.0,1.7
2.0,1254.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,146.0,1956.0,7.0,2.0,0.4,3.0,606.0,9156615,45.0,1571.0,1.7
12.0,1154.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,98.0,1240.0,12.0,0.0,0.2,1.0,1470.0,9156615,5.0,539.0,1.1
18.0,1600.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,88.0,1713.0,10.0,3.0,0.6,6.0,1179.0,9156615,19.0,831.0,2.5
9.0,930.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.0,1763.0,7.0,1.0,0.9,1.0,1743.0,9156615,54.0,1569.0,2.1
15.0,1753.0,11.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,191.0,1983.0,8.0,2.0,0.6,4.0,1112.0,9156615,40.0,1652.0,0.7
17.0,1569.0,20.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,110.0,1942.0,9.0,2.0,0.3,4.0,1260.0,9156615,44.0,45.0,2.8
13.0,1126.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,1726.0,14.0,1.0,0.9,8.0,3739.0,9156615,49.0,114.0,0.7
5.0,1973.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,152.0,1181.0,9.0,0.0,0.8,4.0,1993.0,9156615,39.0,792.0,1.6
15.0,1166.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,198.0,1203.0,13.0,5.0,0.8,5.0,2488.0,9156615,25.0,59.0,2.0
2.0,1713.0,16.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,199.0,1963.0,15.0,6.0,0.7,6.0,1513.0,9156615,5.0,108.0,2.0
2.0,1048.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,182.0,1670.0,11.0,10.0,1.0,1.0,2146.0,9156615,29.0,29.0,1.5
12.0,507.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,142.0,1084.0,6.0,0.0,0.7,1.0,2124.0,9156615,39.0,17.0,1.9
7.0,1490.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,1464.0,17.0,9.0,0.3,8.0,3600.0,9156615,64.0,1417.0,0.5
4.0,803.0,11.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,198.0,1440.0,7.0,1.0,1.0,4.0,2680.0,9156615,17.0,344.0,2.1
4.0,668.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,114.0,1292.0,14.0,12.0,0.3,1.0,1201.0,9156615,48.0,195.0,2.3
6.0,612.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,181.0,1337.0,14.0,9.0,0.6,5.0,3169.0,9156615,35.0,1294.0,0.7
19.0,702.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,141.0,1570.0,10.0,4.0,0.7,3.0,2955.0,9156615,9.0,504.0,2.6
15.0,767.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,1517.0,10.0,0.0,0.7,4.0,527.0,9156615,28.0,344.0,1.5
14.0,628.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,87.0,1534.0,12.0,7.0,0.2,6.0,1337.0,9156615,60.0,1047.0,1.8
8.0,1811.0,16.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,98.0,568.0,13.0,7.0,0.6,4.0,2700.0,9156615,5.0,447.0,2.5
12.0,652.0,11.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,173.0,559.0,12.0,10.0,0.7,5.0,1974.0,9156615,17.0,77.0,2.4
8.0,726.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,101.0,760.0,17.0,2.0,0.1,8.0,1446.0,9156615,43.0,666.0,2.9
16.0,1230.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,111.0,1963.0,18.0,17.0,0.7,7.0,1622.0,9156615,48.0,1960.0,1.6
19.0,1195.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,80.0,1001.0,14.0,2.0,0.9,6.0,643.0,9156615,8.0,327.0,1.1
13.0,1365.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,125.0,970.0,14.0,7.0,0.3,4.0,1300.0,9156615,31.0,293.0,0.6
2.0,1483.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,176.0,758.0,15.0,13.0,0.2,7.0,1851.0,9156615,54.0,531.0,2.1
17.0,1082.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,198.0,1191.0,6.0,1.0,0.1,8.0,2337.0,9156615,38.0,986.0,0.8
20.0,832.0,8.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,198.0,1431.0,15.0,4.0,0.6,1.0,1666.0,9156615,22.0,343.0,0.5
18.0,1836.0,16.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,134.0,1139.0,5.0,0.0,0.1,6.0,3097.0,9156615,26.0,408.0,1.7
10.0,808.0,15.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,105.0,529.0,15.0,5.0,0.5,8.0,1082.0,9156615,46.0,119.0,0.5
2.0,866.0,7.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,179.0,1686.0,12.0,11.0,0.5,8.0,3825.0,9156615,46.0,692.0,0.5
5.0,578.0,13.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,170.0,1134.0,15.0,12.0,0.3,5.0,2977.0,9156615,62.0,626.0,0.5
13.0,1778.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,101.0,1445.0,19.0,6.0,0.5,6.0,3941.0,9156615,23.0,1028.0,0.5
9.0,1595.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,85.0,1838.0,14.0,10.0,0.7,4.0,3881.0,9156615,44.0,1024.0,0.8
17.0,1558.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,114.0,1385.0,16.0,5.0,0.1,5.0,878.0,9156615,32.0,322.0,2.5
17.0,1445.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,82.0,1393.0,17.0,16.0,0.4,2.0,3480.0,9156615,37.0,527.0,2.2
12.0,610.0,19.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,1273.0,10.0,4.0,0.4,4.0,3472.0,9156615,52.0,1039.0,1.6
2.0,1648.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,142.0,1238.0,6.0,2.0,0.9,2.0,1184.0,9156615,17.0,1119.0,0.5
12.0,915.0,17.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,1448.0,19.0,10.0,0.6,8.0,905.0,9156615,56.0,532.0,1.1
2.0,589.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,160.0,815.0,13.0,7.0,0.6,4.0,2113.0,9156615,61.0,429.0,2.3
9.0,733.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,105.0,1739.0,17.0,4.0,0.3,7.0,984.0,9156615,63.0,950.0,0.6
6.0,894.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,199.0,1462.0,13.0,0.0,0.5,3.0,3615.0,9156615,50.0,1285.0,0.5
4.0,1992.0,15.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,1596.0,9.0,3.0,1.0,2.0,606.0,9156615,57.0,1552.0,1.6
8.0,1431.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,191.0,952.0,7.0,3.0,0.6,1.0,461.0,9156615,56.0,156.0,0.5
19.0,1692.0,12.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,176.0,1996.0,16.0,7.0,0.9,6.0,1354.0,9156615,61.0,975.0,2.1
12.0,852.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,147.0,730.0,13.0,7.0,0.4,5.0,1275.0,9156615,54.0,538.0,1.6
7.0,1071.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,199.0,1970.0,6.0,5.0,0.3,4.0,3393.0,9156615,49.0,1328.0,2.6
10.0,1444.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,917.0,14.0,9.0,0.4,7.0,3764.0,9156615,38.0,624.0,2.1
3.0,1807.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,155.0,974.0,9.0,3.0,0.5,8.0,323.0,9156615,13.0,970.0,2.0
5.0,1563.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,170.0,1699.0,7.0,5.0,0.2,8.0,3660.0,9156615,24.0,142.0,2.4
20.0,1779.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,90.0,1717.0,12.0,2.0,0.8,1.0,1246.0,9156615,5.0,1225.0,2.6
17.0,1602.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,170.0,1746.0,17.0,2.0,0.4,1.0,3622.0,9156615,58.0,1259.0,0.6
3.0,1889.0,10.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,132.0,1106.0,5.0,1.0,1.0,1.0,3672.0,9156615,31.0,170.0,2.8
15.0,1695.0,9.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,200.0,1898.0,16.0,13.0,0.7,3.0,446.0,9156615,46.0,1791.0,0.5
20.0,860.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,141.0,979.0,16.0,14.0,0.7,6.0,3869.0,9156615,49.0,692.0,1.3
14.0,825.0,18.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,94.0,783.0,11.0,4.0,0.4,3.0,716.0,9156615,38.0,540.0,1.5
3.0,1578.0,19.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,138.0,1226.0,19.0,16.0,0.1,4.0,2458.0,9156615,37.0,411.0,1.9
19.0,1203.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,109.0,510.0,17.0,13.0,0.9,2.0,1672.0,9156615,11.0,35.0,0.5
2.0,1406.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,98.0,1366.0,9.0,8.0,0.8,3.0,3915.0,9156615,34.0,1017.0,0.5
10.0,1582.0,13.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,112.0,1797.0,17.0,10.0,0.5,6.0,3890.0,9156615,44.0,1486.0,2.8
16.0,1232.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,169.0,809.0,16.0,10.0,0.3,5.0,1257.0,9156615,24.0,361.0,2.9
8.0,637.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,97.0,1989.0,18.0,4.0,0.8,4.0,374.0,9156615,60.0,1125.0,2.3
10.0,1701.0,15.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,115.0,828.0,11.0,0.0,0.9,2.0,3717.0,9156615,46.0,364.0,0.5
7.0,1995.0,15.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,129.0,1104.0,15.0,11.0,0.2,1.0,1322.0,9156615,26.0,649.0,0.5
18.0,615.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,163.0,1664.0,7.0,4.0,0.6,6.0,2211.0,9156615,42.0,104.0,0.5
12.0,1577.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,197.0,1737.0,19.0,6.0,0.3,5.0,2060.0,9156615,42.0,1045.0,0.5
3.0,904.0,9.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,102.0,760.0,7.0,0.0,0.2,8.0,1846.0,9156615,14.0,56.0,1.6
20.0,769.0,19.0,12.0,0.0,1.0,1.0,1.0,0.0,1.0,112.0,1780.0,15.0,8.0,0.2,4.0,941.0,9156615,54.0,1385.0,0.5
19.0,740.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,123.0,1147.0,7.0,6.0,0.2,1.0,1105.0,9156615,12.0,935.0,1.8
19.0,1656.0,17.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,105.0,519.0,12.0,8.0,0.1,7.0,1499.0,9156615,38.0,506.0,0.5
18.0,1448.0,19.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,1144.0,9.0,4.0,0.2,5.0,593.0,9156615,2.0,846.0,0.5
11.0,1309.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,100.0,1402.0,10.0,1.0,0.5,4.0,2334.0,9156615,33.0,557.0,1.1
15.0,875.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,146.0,853.0,19.0,15.0,0.7,8.0,702.0,9156615,30.0,469.0,0.7
13.0,1004.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,160.0,581.0,7.0,4.0,1.0,8.0,1012.0,9156615,30.0,62.0,1.6
10.0,1673.0,10.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,187.0,734.0,9.0,1.0,0.1,3.0,3669.0,9156615,9.0,65.0,2.8
